GRNAME,AccidentYear,lag,DevelopmentYear,GRCODE,DevelopmentLag,cumulative_incurred,cumulative_paid,BulkLoss_D,EarnedPremDIR_D,EarnedPremCeded_D,EarnedPremNet_D,Single,PostedReserve97_D,paid_to_incurred
Louisiana Pest Control Ins Co,1995,2,1996,22900,2,390,114,232,675,74,601,1,790,0.2923076923076923
Louisiana Pest Control Ins Co,1995,3,1997,22900,3,389,133,246,675,74,601,1,790,0.34190231362467866
Louisiana Pest Control Ins Co,1995,4,1998,22900,4,137,145,0,675,74,601,1,790,1.0583941605839415
Louisiana Pest Control Ins Co,1995,5,1999,22900,5,142,142,0,675,74,601,1,790,1.0
Louisiana Pest Control Ins Co,1995,6,2000,22900,6,138,138,0,675,74,601,1,790,1.0
Louisiana Pest Control Ins Co,1995,7,2001,22900,7,138,138,0,675,74,601,1,790,1.0
Louisiana Pest Control Ins Co,1995,8,2002,22900,8,138,138,0,675,74,601,1,790,1.0
Louisiana Pest Control Ins Co,1995,9,2003,22900,9,138,138,0,675,74,601,1,790,1.0
Louisiana Pest Control Ins Co,1995,10,2004,22900,10,138,138,0,675,74,601,1,790,1.0
Louisiana Pest Control Ins Co,1996,1,1996,22900,1,409,35,296,731,101,630,1,790,0.08557457212713937
Louisiana Pest Control Ins Co,1996,2,1997,22900,2,409,105,279,731,101,630,1,790,0.2567237163814181
Louisiana Pest Control Ins Co,1996,3,1998,22900,3,410,140,284,731,101,630,1,790,0.34146341463414637
Louisiana Pest Control Ins Co,1996,4,1999,22900,4,124,142,0,731,101,630,1,790,1.1451612903225807
Louisiana Pest Control Ins Co,1996,5,2000,22900,5,120,120,0,731,101,630,1,790,1.0
Louisiana Pest Control Ins Co,1996,6,2001,22900,6,120,120,0,731,101,630,1,790,1.0
Louisiana Pest Control Ins Co,1996,7,2002,22900,7,120,120,0,731,101,630,1,790,1.0
Louisiana Pest Control Ins Co,1996,8,2003,22900,8,120,120,0,731,101,630,1,790,1.0
Louisiana Pest Control Ins Co,1996,9,2004,22900,9,120,120,0,731,101,630,1,790,1.0
Louisiana Pest Control Ins Co,1996,10,2005,22900,10,120,120,0,731,101,630,1,790,1.0
Louisiana Pest Control Ins Co,1997,1,1997,22900,1,283,69,167,518,82,436,1,790,0.24381625441696114
Louisiana Pest Control Ins Co,1997,2,1998,22900,2,283,103,162,518,82,436,1,790,0.36395759717314485
Louisiana Pest Control Ins Co,1997,3,1999,22900,3,284,121,166,518,82,436,1,790,0.426056338028169
Louisiana Pest Control Ins Co,1997,4,2000,22900,4,115,115,0,518,82,436,1,790,1.0
Louisiana Pest Control Ins Co,1997,5,2001,22900,5,115,115,0,518,82,436,1,790,1.0
Louisiana Pest Control Ins Co,1997,6,2002,22900,6,115,115,0,518,82,436,1,790,1.0
Louisiana Pest Control Ins Co,1997,7,2003,22900,7,115,115,0,518,82,436,1,790,1.0
Louisiana Pest Control Ins Co,1997,8,2004,22900,8,115,115,0,518,82,436,1,790,1.0
Louisiana Pest Control Ins Co,1997,9,2005,22900,9,115,115,0,518,82,436,1,790,1.0
Louisiana Pest Control Ins Co,1997,10,2006,22900,10,115,115,0,518,82,436,1,790,1.0
Lumbermens Underwriting Alliance,1988,1,1988,23108,1,72857,19016,17628,100153,5764,94389,1,126176,0.26100443334202617
Lumbermens Underwriting Alliance,1988,2,1989,23108,2,72189,44632,8899,100153,5764,94389,1,126176,0.6182659407943039
Lumbermens Underwriting Alliance,1988,3,1990,23108,3,74370,59804,4441,100153,5764,94389,1,126176,0.8041414548877236
Lumbermens Underwriting Alliance,1988,4,1991,23108,4,74938,66052,1603,100153,5764,94389,1,126176,0.8814219754997464
Lumbermens Underwriting Alliance,1988,5,1992,23108,5,77038,70115,1711,100153,5764,94389,1,126176,0.9101352579246605
Lumbermens Underwriting Alliance,1988,6,1993,23108,6,77441,72219,1347,100153,5764,94389,1,126176,0.9325680195245413
Lumbermens Underwriting Alliance,1988,7,1994,23108,7,76279,73565,233,100153,5764,94389,1,126176,0.9644200894086183
Lumbermens Underwriting Alliance,1988,8,1995,23108,8,76974,74273,692,100153,5764,94389,1,126176,0.9649102294281185
Lumbermens Underwriting Alliance,1988,9,1996,23108,9,77729,75112,1223,100153,5764,94389,1,126176,0.9663317423355504
Lumbermens Underwriting Alliance,1988,10,1997,23108,10,78078,75655,1228,100153,5764,94389,1,126176,0.9689669305053921
Lumbermens Underwriting Alliance,1989,1,1989,23108,1,79064,17346,36837,98351,6113,92238,1,126176,0.2193918850551452
Lumbermens Underwriting Alliance,1989,2,1990,23108,2,71252,42058,16033,98351,6113,92238,1,126176,0.5902711502835009
Lumbermens Underwriting Alliance,1989,3,1991,23108,3,71523,59686,3766,98351,6113,92238,1,126176,0.8345007899556786
Lumbermens Underwriting Alliance,1989,4,1992,23108,4,74289,64821,3689,98351,6113,92238,1,126176,0.8725517909784759
Lumbermens Underwriting Alliance,1989,5,1993,23108,5,73271,67313,1735,98351,6113,92238,1,126176,0.9186854280684036
Lumbermens Underwriting Alliance,1989,6,1994,23108,6,72252,69036,345,98351,6113,92238,1,126176,0.9554891214084039
Lumbermens Underwriting Alliance,1989,7,1995,23108,7,72924,69942,1480,98351,6113,92238,1,126176,0.9591081125555373
Lumbermens Underwriting Alliance,1989,8,1996,23108,8,73182,70428,1721,98351,6113,92238,1,126176,0.9623677953595147
Lumbermens Underwriting Alliance,1989,9,1997,23108,9,73194,70846,1708,98351,6113,92238,1,126176,0.9679208678306965
Lumbermens Underwriting Alliance,1989,10,1998,23108,10,72873,71001,1127,98351,6113,92238,1,126176,0.9743114733852044
Lumbermens Underwriting Alliance,1990,1,1990,23108,1,60774,12212,32498,76227,8104,68123,1,126176,0.2009411919570869
Lumbermens Underwriting Alliance,1990,2,1991,23108,2,63008,28087,24186,76227,8104,68123,1,126176,0.44576879126460134
Lumbermens Underwriting Alliance,1990,3,1992,23108,3,53522,42719,3288,76227,8104,68123,1,126176,0.7981577668995927
Lumbermens Underwriting Alliance,1990,4,1993,23108,4,52774,46564,1608,76227,8104,68123,1,126176,0.8823284192973813
Lumbermens Underwriting Alliance,1990,5,1994,23108,5,50896,48016,169,76227,8104,68123,1,126176,0.9434140207481924
Lumbermens Underwriting Alliance,1990,6,1995,23108,6,51882,49030,1162,76227,8104,68123,1,126176,0.9450291045063799
Lumbermens Underwriting Alliance,1990,7,1996,23108,7,52214,49700,1376,76227,8104,68123,1,126176,0.9518519937181599
Lumbermens Underwriting Alliance,1990,8,1997,23108,8,52068,49994,1096,76227,8104,68123,1,126176,0.9601674733041408
Lumbermens Underwriting Alliance,1990,9,1998,23108,9,51807,50144,488,76227,8104,68123,1,126176,0.9679000907213311
Lumbermens Underwriting Alliance,1990,10,1999,23108,10,51756,50385,325,76227,8104,68123,1,126176,0.973510317644331
Lumbermens Underwriting Alliance,1991,1,1991,23108,1,47716,9490,25327,69032,9445,59587,1,126176,0.19888506999748512
Lumbermens Underwriting Alliance,1991,2,1992,23108,2,47758,19697,19479,69032,9445,59587,1,126176,0.41243351899158254
Lumbermens Underwriting Alliance,1991,3,1993,23108,3,43455,32062,2080,69032,9445,59587,1,126176,0.7378207340927396
Lumbermens Underwriting Alliance,1991,4,1994,23108,4,42067,38698,-38,69032,9445,59587,1,126176,0.9199134713671049
Lumbermens Underwriting Alliance,1991,5,1995,23108,5,43734,40369,1012,69032,9445,59587,1,126176,0.9230575753418393
Lumbermens Underwriting Alliance,1991,6,1996,23108,6,44323,41220,1363,69032,9445,59587,1,126176,0.9299912009566139
Lumbermens Underwriting Alliance,1991,7,1997,23108,7,45141,41970,1516,69032,9445,59587,1,126176,0.9297534392237655
Lumbermens Underwriting Alliance,1991,8,1998,23108,8,44981,42359,1469,69032,9445,59587,1,126176,0.941708721460172
Lumbermens Underwriting Alliance,1991,9,1999,23108,9,44771,42720,1182,69032,9445,59587,1,126176,0.9541890956199326
Lumbermens Underwriting Alliance,1991,10,2000,23108,10,44614,42887,957,69032,9445,59587,1,126176,0.9612901779710404
Lumbermens Underwriting Alliance,1992,1,1992,23108,1,46880,7605,29385,67663,5368,62295,1,126176,0.1622226962457338
Lumbermens Underwriting Alliance,1992,2,1993,23108,2,45986,14874,15735,67663,5368,62295,1,126176,0.32344626625494716
Lumbermens Underwriting Alliance,1992,3,1994,23108,3,43665,21105,9014,67663,5368,62295,1,126176,0.4833390587427001
Lumbermens Underwriting Alliance,1992,4,1995,23108,4,38331,29016,-1553,67663,5368,62295,1,126176,0.7569852077952571
Lumbermens Underwriting Alliance,1992,5,1996,23108,5,41840,35208,3686,67663,5368,62295,1,126176,0.8414913957934991
Lumbermens Underwriting Alliance,1992,6,1997,23108,6,42090,36884,3244,67663,5368,62295,1,126176,0.8763126633404609
Lumbermens Underwriting Alliance,1992,7,1998,23108,7,42262,37456,3557,67663,5368,62295,1,126176,0.8862808196488571
Lumbermens Underwriting Alliance,1992,8,1999,23108,8,42018,37767,3391,67663,5368,62295,1,126176,0.8988290732543196
Lumbermens Underwriting Alliance,1992,9,2000,23108,9,41074,37536,2895,67663,5368,62295,1,126176,0.9138627842430734
Lumbermens Underwriting Alliance,1992,10,2001,23108,10,39584,37684,1043,67663,5368,62295,1,126176,0.9520008084074374
Lumbermens Underwriting Alliance,1993,1,1993,23108,1,51203,5596,35091,76624,5749,70875,1,126176,0.10929047126144953
Lumbermens Underwriting Alliance,1993,2,1994,23108,2,49440,11527,27655,76624,5749,70875,1,126176,0.23315129449838187
Lumbermens Underwriting Alliance,1993,3,1995,23108,3,44796,14677,21579,76624,5749,70875,1,126176,0.3276408607911421
Lumbermens Underwriting Alliance,1993,4,1996,23108,4,37713,17073,10689,76624,5749,70875,1,126176,0.45270861506642274
Lumbermens Underwriting Alliance,1993,5,1997,23108,5,38629,20813,10296,76624,5749,70875,1,126176,0.5387920992000829
Lumbermens Underwriting Alliance,1993,6,1998,23108,6,38316,24037,9846,76624,5749,70875,1,126176,0.6273358388140724
Lumbermens Underwriting Alliance,1993,7,1999,23108,7,37014,26021,8623,76624,5749,70875,1,126176,0.7030042686551035
Lumbermens Underwriting Alliance,1993,8,2000,23108,8,35202,27557,6059,76624,5749,70875,1,126176,0.7828248394977558
Lumbermens Underwriting Alliance,1993,9,2001,23108,9,30101,27593,1027,76624,5749,70875,1,126176,0.916680508953191
Lumbermens Underwriting Alliance,1993,10,2002,23108,10,30572,27752,1463,76624,5749,70875,1,126176,0.9077587334816172
Lumbermens Underwriting Alliance,1994,1,1994,23108,1,41436,4885,28719,68098,5704,62394,1,126176,0.11789265373105512
Lumbermens Underwriting Alliance,1994,2,1995,23108,2,37140,10118,20695,68098,5704,62394,1,126176,0.272428648357566
Lumbermens Underwriting Alliance,1994,3,1996,23108,3,35371,13103,16802,68098,5704,62394,1,126176,0.37044471459670353
Lumbermens Underwriting Alliance,1994,4,1997,23108,4,33838,14570,14810,68098,5704,62394,1,126176,0.430581003605414
Lumbermens Underwriting Alliance,1994,5,1998,23108,5,34406,15193,15605,68098,5704,62394,1,126176,0.44157995698424696
Lumbermens Underwriting Alliance,1994,6,1999,23108,6,33644,15680,13505,68098,5704,62394,1,126176,0.4660563547735109
Lumbermens Underwriting Alliance,1994,7,2000,23108,7,31671,16474,10915,68098,5704,62394,1,126176,0.5201603991032806
Lumbermens Underwriting Alliance,1994,8,2001,23108,8,25932,18136,4195,68098,5704,62394,1,126176,0.6993675767391639
Lumbermens Underwriting Alliance,1994,9,2002,23108,9,26095,19774,3366,68098,5704,62394,1,126176,0.7577696876796322
Lumbermens Underwriting Alliance,1994,10,2003,23108,10,26703,21102,2828,68098,5704,62394,1,126176,0.7902482867093585
Lumbermens Underwriting Alliance,1995,1,1995,23108,1,40401,4056,29846,68268,583,67685,1,126176,0.10039355461498478
Lumbermens Underwriting Alliance,1995,2,1996,23108,2,37844,8435,24356,68268,583,67685,1,126176,0.22288870098298277
Lumbermens Underwriting Alliance,1995,3,1997,23108,3,37861,10439,23764,68268,583,67685,1,126176,0.275719077678878
Lumbermens Underwriting Alliance,1995,4,1998,23108,4,29774,11424,13487,68268,583,67685,1,126176,0.3836904681937261
Lumbermens Underwriting Alliance,1995,5,1999,23108,5,29764,13000,12995,68268,583,67685,1,126176,0.4367692514446983
Lumbermens Underwriting Alliance,1995,6,2000,23108,6,28092,13611,10846,68268,583,67685,1,126176,0.4845151644596326
Lumbermens Underwriting Alliance,1995,7,2001,23108,7,21991,13847,4230,68268,583,67685,1,126176,0.6296666818243827
Lumbermens Underwriting Alliance,1995,8,2002,23108,8,22069,14252,4005,68268,583,67685,1,126176,0.6457927409488423
Lumbermens Underwriting Alliance,1995,9,2003,23108,9,23007,14526,4404,68268,583,67685,1,126176,0.63137306037293
Lumbermens Underwriting Alliance,1995,10,2004,23108,10,22580,14678,3994,68268,583,67685,1,126176,0.650044286979628
Lumbermens Underwriting Alliance,1996,1,1996,23108,1,26715,4213,15491,55761,5643,50118,1,126176,0.1577016657308628
Lumbermens Underwriting Alliance,1996,2,1997,23108,2,25572,8768,11581,55761,5643,50118,1,126176,0.3428750195526357
Lumbermens Underwriting Alliance,1996,3,1998,23108,3,25395,10280,12605,55761,5643,50118,1,126176,0.4048040952943493
Lumbermens Underwriting Alliance,1996,4,1999,23108,4,24612,11093,10893,55761,5643,50118,1,126176,0.4507150983260198
Lumbermens Underwriting Alliance,1996,5,2000,23108,5,22995,11848,8787,55761,5643,50118,1,126176,0.5152424440095673
Lumbermens Underwriting Alliance,1996,6,2001,23108,6,17750,12180,3360,55761,5643,50118,1,126176,0.6861971830985916
Lumbermens Underwriting Alliance,1996,7,2002,23108,7,17905,12657,3197,55761,5643,50118,1,126176,0.7068975146607093
Lumbermens Underwriting Alliance,1996,8,2003,23108,8,19162,13232,3738,55761,5643,50118,1,126176,0.6905333472497651
Lumbermens Underwriting Alliance,1996,9,2004,23108,9,18416,13318,3155,55761,5643,50118,1,126176,0.7231754995655951
Lumbermens Underwriting Alliance,1996,10,2005,23108,10,18608,13544,3070,55761,5643,50118,1,126176,0.7278589853826312
Lumbermens Underwriting Alliance,1997,1,1997,23108,1,25728,5258,11716,47006,-2450,49456,1,126176,0.20436878109452736
Lumbermens Underwriting Alliance,1997,2,1998,23108,2,27761,10661,9613,47006,-2450,49456,1,126176,0.38402795288354163
Lumbermens Underwriting Alliance,1997,3,1999,23108,3,28010,13346,9316,47006,-2450,49456,1,126176,0.476472688325598
Lumbermens Underwriting Alliance,1997,4,2000,23108,4,27185,15717,6962,47006,-2450,49456,1,126176,0.5781497149163142
Lumbermens Underwriting Alliance,1997,5,2001,23108,5,23502,17620,2496,47006,-2450,49456,1,126176,0.7497234277933793
Lumbermens Underwriting Alliance,1997,6,2002,23108,6,24015,18884,2269,47006,-2450,49456,1,126176,0.7863418696647928
Lumbermens Underwriting Alliance,1997,7,2003,23108,7,25470,19382,2531,47006,-2450,49456,1,126176,0.7609736945425991
Lumbermens Underwriting Alliance,1997,8,2004,23108,8,25408,19914,2180,47006,-2450,49456,1,126176,0.7837688916876574
Lumbermens Underwriting Alliance,1997,9,2005,23108,9,24691,20523,2177,47006,-2450,49456,1,126176,0.8311935523065085
Lumbermens Underwriting Alliance,1997,10,2006,23108,10,25785,20734,2070,47006,-2450,49456,1,126176,0.8041109171999224
Associated Industries Ins Co,1988,1,1988,23140,1,5535,2008,446,10796,2837,7959,1,77013,0.3627822944896116
Associated Industries Ins Co,1988,2,1989,23140,2,7587,4563,200,10796,2837,7959,1,77013,0.6014234875444839
Associated Industries Ins Co,1988,3,1990,23140,3,9450,6413,627,10796,2837,7959,1,77013,0.6786243386243386
Associated Industries Ins Co,1988,4,1991,23140,4,9294,7657,337,10796,2837,7959,1,77013,0.8238648590488488
Associated Industries Ins Co,1988,5,1992,23140,5,9296,8493,0,10796,2837,7959,1,77013,0.913618760757315
Associated Industries Ins Co,1988,6,1993,23140,6,9491,8943,172,10796,2837,7959,1,77013,0.9422610894531661
Associated Industries Ins Co,1988,7,1994,23140,7,10021,9341,120,10796,2837,7959,1,77013,0.9321425007484283
Associated Industries Ins Co,1988,8,1995,23140,8,10072,9461,53,10796,2837,7959,1,77013,0.9393367752184273
Associated Industries Ins Co,1988,9,1996,23140,9,10214,9609,200,10796,2837,7959,1,77013,0.9407675739181516
Associated Industries Ins Co,1988,10,1997,23140,10,10287,9726,127,10796,2837,7959,1,77013,0.9454651501895597
Associated Industries Ins Co,1989,1,1989,23140,1,20494,3451,3000,28547,6274,22273,1,77013,0.16839074851175953
Associated Industries Ins Co,1989,2,1990,23140,2,21709,7967,1506,28547,6274,22273,1,77013,0.36699064903956885
Associated Industries Ins Co,1989,3,1991,23140,3,24235,11851,2140,28547,6274,22273,1,77013,0.489003507324118
Associated Industries Ins Co,1989,4,1992,23140,4,24272,15475,900,28547,6274,22273,1,77013,0.6375659195781147
Associated Industries Ins Co,1989,5,1993,23140,5,24965,17934,724,28547,6274,22273,1,77013,0.7183657119967956
Associated Industries Ins Co,1989,6,1994,23140,6,24813,19299,700,28547,6274,22273,1,77013,0.7777777777777778
Associated Industries Ins Co,1989,7,1995,23140,7,25194,19818,500,28547,6274,22273,1,77013,0.7866158609192665
Associated Industries Ins Co,1989,8,1996,23140,8,25625,21050,500,28547,6274,22273,1,77013,0.8214634146341463
Associated Industries Ins Co,1989,9,1997,23140,9,23565,22193,417,28547,6274,22273,1,77013,0.9417780606832167
Associated Industries Ins Co,1989,10,1998,23140,10,24724,22985,811,28547,6274,22273,1,77013,0.9296634848729979
Associated Industries Ins Co,1990,1,1990,23140,1,30641,6948,10413,50971,3853,47118,1,77013,0.2267550014686205
Associated Industries Ins Co,1990,2,1991,23140,2,31292,14210,4799,50971,3853,47118,1,77013,0.4541096765946568
Associated Industries Ins Co,1990,3,1992,23140,3,30646,20062,1971,50971,3853,47118,1,77013,0.6546368204659662
Associated Industries Ins Co,1990,4,1993,23140,4,31151,24116,1895,50971,3853,47118,1,77013,0.7741645533048698
Associated Industries Ins Co,1990,5,1994,23140,5,30793,27373,1550,50971,3853,47118,1,77013,0.8889357970967428
Associated Industries Ins Co,1990,6,1995,23140,6,29784,25219,1050,50971,3853,47118,1,77013,0.8467297878055332
Associated Industries Ins Co,1990,7,1996,23140,7,30373,26750,1300,50971,3853,47118,1,77013,0.8807164257728904
Associated Industries Ins Co,1990,8,1997,23140,8,30321,27772,595,50971,3853,47118,1,77013,0.9159328518188714
Associated Industries Ins Co,1990,9,1998,23140,9,32627,28881,1859,50971,3853,47118,1,77013,0.8851871149661323
Associated Industries Ins Co,1990,10,1999,23140,10,32626,29652,1198,50971,3853,47118,1,77013,0.908845705878747
Associated Industries Ins Co,1991,1,1991,23140,1,31224,5986,12508,49464,2877,46587,1,77013,0.19171150397130413
Associated Industries Ins Co,1991,2,1992,23140,2,31221,13608,7648,49464,2877,46587,1,77013,0.43586047852407034
Associated Industries Ins Co,1991,3,1993,23140,3,28448,17899,3795,49464,2877,46587,1,77013,0.6291830708661418
Associated Industries Ins Co,1991,4,1994,23140,4,27705,21172,2706,49464,2877,46587,1,77013,0.7641941887745894
Associated Industries Ins Co,1991,5,1995,23140,5,26140,21737,1525,49464,2877,46587,1,77013,0.8315608263198164
Associated Industries Ins Co,1991,6,1996,23140,6,27124,23302,1900,49464,2877,46587,1,77013,0.8590915794130659
Associated Industries Ins Co,1991,7,1997,23140,7,26931,23464,839,49464,2877,46587,1,77013,0.8712635995692696
Associated Industries Ins Co,1991,8,1998,23140,8,28230,24565,1925,49464,2877,46587,1,77013,0.8701735742118314
Associated Industries Ins Co,1991,9,1999,23140,9,28230,25647,1050,49464,2877,46587,1,77013,0.9085015940488842
Associated Industries Ins Co,1991,10,2000,23140,10,28229,26562,492,49464,2877,46587,1,77013,0.9409472528251089
Associated Industries Ins Co,1992,1,1992,23140,1,30876,5682,12326,51723,3094,48629,1,77013,0.18402642829382043
Associated Industries Ins Co,1992,2,1993,23140,2,29898,13080,6555,51723,3094,48629,1,77013,0.43748745735500705
Associated Industries Ins Co,1992,3,1994,23140,3,29768,17990,5525,51723,3094,48629,1,77013,0.6043402311206665
Associated Industries Ins Co,1992,4,1995,23140,4,27121,20914,2750,51723,3094,48629,1,77013,0.7711367574941926
Associated Industries Ins Co,1992,5,1996,23140,5,27408,22995,2400,51723,3094,48629,1,77013,0.8389886164623468
Associated Industries Ins Co,1992,6,1997,23140,6,26823,19237,3258,51723,3094,48629,1,77013,0.7171830145770421
Associated Industries Ins Co,1992,7,1998,23140,7,27245,20996,3292,51723,3094,48629,1,77013,0.7706368140943293
Associated Industries Ins Co,1992,8,1999,23140,8,27246,22101,2634,51723,3094,48629,1,77013,0.81116494164281
Associated Industries Ins Co,1992,9,2000,23140,9,27246,23230,2308,51723,3094,48629,1,77013,0.852602216839169
Associated Industries Ins Co,1992,10,2001,23140,10,27246,23867,1867,51723,3094,48629,1,77013,0.8759817954929164
Associated Industries Ins Co,1993,1,1993,23140,1,35531,7403,14626,60274,3722,56552,1,77013,0.2083532689763868
Associated Industries Ins Co,1993,2,1994,23140,2,34665,14867,9425,60274,3722,56552,1,77013,0.4288763882878985
Associated Industries Ins Co,1993,3,1995,23140,3,34681,19588,8275,60274,3722,56552,1,77013,0.5648049364205184
Associated Industries Ins Co,1993,4,1996,23140,4,31372,22258,4695,60274,3722,56552,1,77013,0.7094861660079052
Associated Industries Ins Co,1993,5,1997,23140,5,30990,21783,4473,60274,3722,56552,1,77013,0.7029041626331074
Associated Industries Ins Co,1993,6,1998,23140,6,30396,23663,3620,60274,3722,56552,1,77013,0.7784905908672194
Associated Industries Ins Co,1993,7,1999,23140,7,30394,24929,3072,60274,3722,56552,1,77013,0.8201947752845956
Associated Industries Ins Co,1993,8,2000,23140,8,30387,26004,2762,60274,3722,56552,1,77013,0.8557606871359463
Associated Industries Ins Co,1993,9,2001,23140,9,30400,26469,2660,60274,3722,56552,1,77013,0.8706907894736842
Associated Industries Ins Co,1993,10,2002,23140,10,30163,26833,2043,60274,3722,56552,1,77013,0.8895998408646355
Associated Industries Ins Co,1994,1,1994,23140,1,33476,7653,11400,57593,2598,54995,1,77013,0.22861154259768193
Associated Industries Ins Co,1994,2,1995,23140,2,33347,14291,10100,57593,2598,54995,1,77013,0.4285542927399766
Associated Industries Ins Co,1994,3,1996,23140,3,33219,18492,8500,57593,2598,54995,1,77013,0.5566693759595412
Associated Industries Ins Co,1994,4,1997,23140,4,32605,21422,7255,57593,2598,54995,1,77013,0.6570157951234473
Associated Industries Ins Co,1994,5,1998,23140,5,30224,23341,4489,57593,2598,54995,1,77013,0.7722670725251456
Associated Industries Ins Co,1994,6,1999,23140,6,30225,24691,4467,57593,2598,54995,1,77013,0.8169065343258891
Associated Industries Ins Co,1994,7,2000,23140,7,30224,25217,4160,57593,2598,54995,1,77013,0.834336950767602
Associated Industries Ins Co,1994,8,2001,23140,8,30226,25600,4234,57593,2598,54995,1,77013,0.8469529544101105
Associated Industries Ins Co,1994,9,2002,23140,9,29874,24119,3522,57593,2598,54995,1,77013,0.8073575684541742
Associated Industries Ins Co,1994,10,2003,23140,10,28124,24775,1580,57593,2598,54995,1,77013,0.8809202104963733
Associated Industries Ins Co,1995,1,1995,23140,1,32517,6245,12750,56949,4831,52118,1,77013,0.19205338745886766
Associated Industries Ins Co,1995,2,1996,23140,2,32335,13371,9900,56949,4831,52118,1,77013,0.4135147672800371
Associated Industries Ins Co,1995,3,1997,23140,3,32475,17553,7805,56949,4831,52118,1,77013,0.5405080831408776
Associated Industries Ins Co,1995,4,1998,23140,4,29043,20487,3354,56949,4831,52118,1,77013,0.7054023344695796
Associated Industries Ins Co,1995,5,1999,23140,5,29040,23293,2357,56949,4831,52118,1,77013,0.8021005509641873
Associated Industries Ins Co,1995,6,2000,23140,6,29041,25223,1947,56949,4831,52118,1,77013,0.8685306979787197
Associated Industries Ins Co,1995,7,2001,23140,7,28964,25969,1497,56949,4831,52118,1,77013,0.8965957740643558
Associated Industries Ins Co,1995,8,2002,23140,8,29121,23712,1854,56949,4831,52118,1,77013,0.8142577521376326
Associated Industries Ins Co,1995,9,2003,23140,9,29091,24381,1896,56949,4831,52118,1,77013,0.8380942559554502
Associated Industries Ins Co,1995,10,2004,23140,10,29228,25161,2042,56949,4831,52118,1,77013,0.8608526070890926
Associated Industries Ins Co,1996,1,1996,23140,1,24047,5531,6498,62303,21747,40556,1,77013,0.23000790119349607
Associated Industries Ins Co,1996,2,1997,23140,2,23954,11387,3695,62303,21747,40556,1,77013,0.4753694581280788
Associated Industries Ins Co,1996,3,1998,23140,3,24098,16048,1425,62303,21747,40556,1,77013,0.6659473815254378
Associated Industries Ins Co,1996,4,1999,23140,4,25094,19028,262,62303,21747,40556,1,77013,0.7582689089025265
Associated Industries Ins Co,1996,5,2000,23140,5,25776,21608,112,62303,21747,40556,1,77013,0.8382991930477964
Associated Industries Ins Co,1996,6,2001,23140,6,26526,23299,49,62303,21747,40556,1,77013,0.8783457739576265
Associated Industries Ins Co,1996,7,2002,23140,7,26957,24420,637,62303,21747,40556,1,77013,0.9058871536150165
Associated Industries Ins Co,1996,8,2003,23140,8,26556,22745,1638,62303,21747,40556,1,77013,0.8564919415574634
Associated Industries Ins Co,1996,9,2004,23140,9,26687,22218,1615,62303,21747,40556,1,77013,0.8325401881065687
Associated Industries Ins Co,1996,10,2005,23140,10,28202,21896,2349,62303,21747,40556,1,77013,0.7763988369619176
Associated Industries Ins Co,1997,1,1997,23140,1,15971,3571,4261,77853,49872,27981,1,77013,0.22359276188090915
Associated Industries Ins Co,1997,2,1998,23140,2,16409,8676,2236,77853,49872,27981,1,77013,0.5287342312145774
Associated Industries Ins Co,1997,3,1999,23140,3,16524,11976,357,77853,49872,27981,1,77013,0.7247639796659404
Associated Industries Ins Co,1997,4,2000,23140,4,17765,14332,99,77853,49872,27981,1,77013,0.8067548550520687
Associated Industries Ins Co,1997,5,2001,23140,5,17916,15936,84,77853,49872,27981,1,77013,0.8894842598794374
Associated Industries Ins Co,1997,6,2002,23140,6,19014,16666,521,77853,49872,27981,1,77013,0.8765120437572315
Associated Industries Ins Co,1997,7,2003,23140,7,18014,14300,1207,77853,49872,27981,1,77013,0.793827023426224
Associated Industries Ins Co,1997,8,2004,23140,8,17370,15082,671,77853,49872,27981,1,77013,0.8682786413356361
Associated Industries Ins Co,1997,9,2005,23140,9,20538,11423,5695,77853,49872,27981,1,77013,0.5561885285811666
Associated Industries Ins Co,1997,10,2006,23140,10,21807,12039,6994,77853,49872,27981,1,77013,0.5520704360985005
Midwest Family Mut Ins Co,1988,1,1988,23574,1,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1988,2,1989,23574,2,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1988,3,1990,23574,3,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1988,4,1991,23574,4,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1988,5,1992,23574,5,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1988,6,1993,23574,6,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1988,7,1994,23574,7,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1988,8,1995,23574,8,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1988,9,1996,23574,9,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1988,10,1997,23574,10,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1989,1,1989,23574,1,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1989,2,1990,23574,2,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1989,3,1991,23574,3,0,0,0,0,0,0,1,289,
Midwest Family Mut Ins Co,1989,4,1992,23574,4,0,0,0,0,0,0,1,289,
